Nama Makanan,Gambar,Deskripi,Bahan Makanan,Bahan Dasar,Kalori,Protein,Lemak,Karbohidrat,Kehalalan,Resep,Harga,Alergi
Nasi Kepal Goreng Isi Kornet (Edisi Anak Kos),https://github.com/KostKater/ML/blob/main/Gambar/nasi-kepal-goreng-isi-kornet-edisi-anak-kos-foto-resep-utama.jpg?raw=true,"Nasi yang digulung dan digoreng dengan isi kornet, hidangan yang praktis dan mengenyangkan.","Nasi (1 cup beras)
Bubuk cabe (optional)
Bubuk kaldu jamur/ayam/sapi (disini aku pake yang jamur)
Tepung roti
Telur
Isian
1 kaleng kornet (sapi/ayam)
3 siung bawang putih
3 siung bawang merah
1/4 siung bawang bombai
Cabe (optional sesuai selera)
Saos tiram (sesuai selera)
Lada bubuk (sesuai selera)
Garam (sesuai selera)","Nasi,cabai,kaldu jamur,kaldu ayam,kaldu sapi,Tepung roti,Telur, kornet,bawang putih,bawang merah,bawang bombai,cabai,Saos tiram,Lada bubuk,Garam",300,10,10,30,1,"Langkah 1
Buat dulu nasi nya ya pakai ricecooker. Takaran air nya seperti biasa yang penting jangan terlalu lembek
Langkah 2
Potong dadu bawang bombai, dan haluskan bawang putih, merah dan cabai
Langkah 3
Tumis bumbu yang telah dihaluskan tadi dan masukkan bawang bombai tumis hingga harum. Lalu masukkan kornet serta tambahkan saos tiram, bubuk lada dan penyedap rasa atau garam. Kalau aku jarang pake garam pakainy cuma penyedap saja. Campur dan tumis sampai dengan matang. Sisihkan
Langkah 4
Setelah nasi matang, usahakan biar nasi sudah kondisi tanak ya biar gak terlalu lembek saat diolah lagi. Tambahkan bubuk cabe (optional) dan penyedap rasa. Kalau ada nori dan wijen, bisa ditambahkan juga. Aduk hingga merata
Langkah 5
Saat nya membuat kepalan nasinya. Cara nya simpel, aku pakai alas plastik buat bikin bola2 nasi agar gak lengket. Jangan lupa bola bola nasinya diisi dengan isiian yang telah kita masak tadi. Nah..disini sebenarnya bisa langsung di konsumsi. Kalau gak mau di goreng, selesai sampai dengan step disini. Tapi kalau mau digoreng ikuti step berikutnya
Langkah 6
Siapkan tepung roti dan kocokan telur. Nasi kepal yang ingin digoreng dilumuri terlebih dahulu dengan telur kocok agar dapat menempel si tepung rotinya
Langkah 7
Panaskan minyak di panci ajaib, minyaknya agak banyak ya biar nasi kepal pas digoreng bisa tenggelam setengah nya. Setelah minyak panas, masukkan nasi kepal dan jangan lupa untuk dibolak balik dan di putar atau pindah posisi si nasi kepal. Karena kelemahan panci ajaib ini ada satu sisi yang panasnya lebih panas (biasanya pas di area atas colokan) jadi jika satu gorengan stay di lokasi itu terlalu lama akan gosong.
Langkah 8
Nasi kepal goreng sudah jadi nih dan siap untuk dikonsumsi. Selamat mencoba ya teman teman
Langkah 9
TAMBAHAN- Kuah Telur. Buat yang suka pakai kuah juga bisa ditambahkan kuah telur selagi disantap bersama nasi kepal goreng nya. Bahannya bawang putih digeprek lalu dipotong potong dadu. Tumis bawang putih hingga harum, masukkan air sesuai selera. Tambahkan kaldu jamur dan lada secukupnya, tambahkan 1 butir telur lalu aduk aduk deh. Koreksi rasanya ya jika suka agak manis bisa ditambahkan gula pasir sedikit.","Rp10,000","Telur,Gandum"
Perkedel Kentang Kornet ala anak kos,https://github.com/KostKater/ML/blob/main/Gambar/perkedel-kentang-kornet-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Perkedel kentang yang ditambahkan kornet sebagai variasi, cocok sebagai lauk atau camilan.","3 - 4 kentang
2 bks kornet sapi
2 buah telur
2 siung bawang putih
2 siung bawang merah
secukupnya Lada
secukupnya Garam
secukupnya Kaldu jamur
Air untuk merebus
Minyak untuk menggoreng","kentang,kornet sapi,telur,bawang putih,bawang merah, Lada,Garam,Kaldu jamur,Minyak goreng",100,5,5,10,1,"Langkah 1 Siapkan semua bahan. Kupas kentang lalu cuci bersih. Potong semua kentang menjadi 4 bagian kemudian rebus kentang hingga lembut. Tiriskan kentang kemudian haluskan
Langkah 2
Cincang bawang putih dan bawang merah. Panaskan minyak dna tumis bawang hingga harum. Tambahkan kornet dan masak hingga matang kemudian sisihkan.
Langkah 3
Campurkan kornet ke kentang dan campur hingga rata. Tambahkan lada, garam, kaldu jamur lalu koreksi rasa. Pecahkan 1 telur dan ambil kuningnya. Campurkan ke adonan kentang hingga rata.
Langkah 4
Pecahkan 1 telur lagi dan campurkan dengan putih telur yang satunya lalu kocok lepas. Bentuk kentang menjadi pipih dan balurkan ke telur. Panaskan minyak lalu goreng perkedel hingga kecokelatan. Perkedel siap dihidangkan.","Rp10,000",Telur
Mie Goreng Sederhana / Mie Goreng Jawa / Resep Mie Burung Dara [Resep Diet Anak Kos],https://github.com/KostKater/ML/blob/main/Gambar/mie-goreng-sederhana-mie-goreng-jawa-resep-mie-burung-dara-resep-diet-anak-kos-foto-resep-utama.jpg?raw=true,"Mie goreng dengan bumbu sederhana atau bumbu khas Jawa, atau resep mie burung dara yang cocok untuk anak kos yang sedang diet.","1 keping Mie Burung Dara
50 gr Dada Ayam
2 Butir Bakso Sapi
1/2 Buah Wortel
1/2 Buah Tomat
10 gr Jagung Pipil
Bumbu
1 Siung bawang putih
1 biji kemiri
3 biji cabe rawit
1/2 sdt garam
1 sdt lada bubuk
1 sdm kecap manis (atau sesuaikan dengan selera untuk warna coklat)
1 sdt saos tiram","Mie, Ayam,Bakso,Wortel,Tomat, Jagung,bawang putih,kemiri,cabai rawit, garam, lada,kecap manis, saos tiram",300,10,10,40,1,"Langkah 1 siapkan semua bahan. Rebus mie dalam air mendidih. Tiriskan, lalu campur dengan kecap, lada, garam. Sisihkan
Langkah 2
Uleg bawang putih, cabe, kemiri. Masak ayam, bakso, dan sayuran dengan bumbu lalu tambahkan saos tiram. Tambahkan sedikit air, tunggu daging dan sayuran matang dan air menyusut.
Mie Goreng Sederhana / Mie Goreng Jawa / Resep Mie Burung Dara [Resep Diet Anak Kos] langkah memasak 2 foto
Langkah 3
Masukkan mie, campurkan dengan bahan lainnya. Tambahkan tomat, koreksi rasa. Hidangkan.","Rp10,000","Kedelai,Seafood,Gandum"
Bibimbap ala anak kost,https://github.com/KostKater/ML/blob/main/Gambar/bibimbap-ala-anak-kost-foto-resep-utama.jpg?raw=true,"Hidangan nasi campur ala Korea dengan variasi bahan dan saus, cocok untuk anak kos yang ingin mencoba masakan internasional.","Bumbu cumi
15 buah cumi (potong ring)
20 sendok cabe merah goreng
secukupnya Garam
Bumbu wortel tumis
1 buah wortel
2 siung bawang merah
3 siung bawang putih
Ladaku (secukupnya)
Royco ayam (secukupnya)
Minyak goreng
Air sedikit aja :v
Bahan Sawi tumis
8 lembar sawi besar :3
5 sendok cabe goreng
secukupnya air
secukupnya Garam
1 buah Timun sedang di parut
Telor mata sapi","cumi cumi, cumi,cabai merah,Garam,wortel, bawang merah, bawang putih, Lada,Royco,sawi,sendok,cabai, air,Garam,Timun,Telor",400,10,10,60,1,"Langkah 1
Potong""cumi nya seperti ring, tipis aja biar keliatannya banyak :v trus rebus dlu biar agak lembut cumi nya, setelah direbus buang air rebusannya, campurin aja cumi nya sma cabe merah gorengnya dan garam ke kuali, jangan pake minyak goreng lagi, kan dicabenya udh ada minyak :""v trus dimasak bentar aja, klo udah selese pindahin cuminya.
Langkah 2
Wortelnya di parut, trus potong bawang merah dan bawang putihnya tipis""setelah itu, goreng bawang putih dan bawang merahnya hingga kekuningan, dan masukin wortelnya, kasih air secukupunya. Masak wortelnya hingga matang dan lembut, lalu beri royco ayam dan ladaku secukupnya. Cicip dlu udh pas ato belum :""v
Langkah 3
Sawinya potong panjang""trus langsung aja ditumis dengan cabe goreng, kasih air sedikit. Jangan lupa kasih garam :""v
Langkah 4
Timun diparut
Langkah 5
Telor mata sapi kuningnya setengah masak biar cantik
Langkah 6
Lalu masukkan nasi kedalam mangkuk, dan susun semua bahan yg sudah kita masak tadi diatas nasi, dan telor mata sapinya ditengah","Rp20,000",Seafood
Sushi Telur (ala anak kos),https://github.com/KostKater/ML/blob/main/Gambar/sushi-telur-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Sushi dengan isian telur yang sederhana dan praktis, cocok sebagai camilan atau hidangan ringan.","1 lembar seaweed
Nasi
Telur
1 buah sosis
Saos
Mayonaise
Wijen
Penyedap rasa","seaweed,rumput laut,Nasi, Telur, sosis,Mayones, Wijen,",200,10,5,30,1,"Langkah 1
Siapkan semua bahan yang di butuhkan, potong-potong kecil sosis
Langkah 2
Campurkan sosis dan telur tambahkan penyedap rasa. Kocok hingga merata.
Langkah 3
Goreng telur dengan minyak.
Langkah 4
Letakkan 1 lembar seaweed di atas alat penggulung sushi. Kemudian letakkan nasi di atas seaweed. Kemudian ratakan nasi.
Langkah 5
Setelah itu tambahkan telur di atas nasi. Kemudian gulung.
Langkah 6
Setelah di gulung potong-potong menjadi beberapa bagian.
Langkah 7
Tambahkan wijen, saos sambal dan mayonaise sesuai selera.","Rp15,000",Telur
Enoki Tahu Telur Ala Anak Kost,https://github.com/KostKater/ML/blob/main/Gambar/enoki-tahu-telur-ala-anak-kost-foto-resep-utama.jpg?raw=true,"Jamur enoki dan tahu telur yang dimasak dengan bumbu sederhana, menghasilkan hidangan yang lezat dan bergizi.","2 bungkus jamur enoki
1 bungkus tahu telur
secukupnya tepung maizena
2 siung bawang putih (aku pake garlic powder)
2 siung bawang merah
2 buah cabe merah
secukupnya garam dan lada
minyak untuk menggoreng
secukupnya Air
Saus
2 sdm saus cabe
1 sdm saus tomat
2 sdm saus tiram","jamur enoki,tahu,telur,tepung maizena,bawang putih,bawang merah, cabai merah, garam,ada,cabai, saus tomat,saus tiram",200,10,5,30,1,"Langkah 1
Cuci bersih enoki, lalu potong pangkalnya dan suir-suir sesuai dengan keinginan
Langkah 2
Potong tahu telur lalu gulingkan ke tepung maizena. Kemudian goreng hingga golden brown, lalu angkat dan sisihkan.
Langkah 3
Rajang bawang merah dan putih lalu, tumis hingga harum
Langkah 4
Masukan enoki ke tumisan bawang, tumis sampai layu. Kemudian masukan air dan bahan-bahan saus, garam, dan lada. Aduk sebentar. Setelah tercampur masukan tahu telur yang sudah digoreng dan tunggu sampai air menyusut
Langkah 5
Setelah air menyusut, tambahkan irisan cabe merah dan bawang daun (kalau ada) koreksi rasa. Jika sudah cukup, bisa disajikan.","Rp15,000","Telur,Kedelai"
Lumpia Goreng Kuah Cuko Ala Anak Kos,https://github.com/KostKater/ML/blob/main/Gambar/lumpia-goreng-kuah-cuko-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Lumpia yang digoreng dengan tambahan kuah cuko sebagai pelengkapnya, menciptakan hidangan yang gurih dan segar.","Adonan Kulit Lumpia
10 sdm tepung terigu
3 sdm tepung kanji
1 Putih telur
sejumput Garam
secukupnya Air
Isian Lumpia
Kentang ukuran sedang 3 buah potong dadu
1 batang Daun Bawang
Udang kering kecil 3 ribu
sdt Lada bubuk ujung
1/2 sdt Garam
1 Telur
Cabe merah 5 batang ukuran sedang
2 siung Bawang putih
4 siung Bawang merah
1 bungkus Kaldu jamur
Resep Kuah Cuko
Cuka 1 sdm / jeruk nipis (setengah saja)
1/2 sdt Garam
1 bks Kaldu jamur
Bawang merah/bawang Bombay
Gula merah 1 buku (di sini saya guna kecap manis)","tepung terigu, tepung kanji,telur,Garam,Lumpia,Kentang,Daun Bawang,Udang kering,Lada bubuk,Garam, Telur, cabai merah,Bawang putih,Bawang merah,Kaldu jamur,Cuka,jeruk nipis,Garam,Kaldu jamur, Bawang merah,bawang Bombay, Gula merah",100,5,5,5,1,"Langkah 1
Kulit Lumpia :
Aduk semua adonan sampai tercampur rata tambahkan air sedikit demi sedikit, adonan tidak boleh terlalu encer dan tidak boleh terlalu kental. Setelah di campur rata saring adonan agar tidak ada gerindilan. Panaskan teflon (di sini saya gunakan kuali anti lengket karena di kos tidak ada teflon). Setelah panas oleskan minyak, gunakan api yg kecil. Masukan adonan sedikit lalu di putar agar bentuknya bulat. Setelah masak pindahkan ke wadah lain lalu taburi tpg maizena agar tdk lengket
Langkah 2
Isian Lumpia:
Rebus kentang terlebih dahulu, jangan sampai terlalu lunak.
Setelah itu tiriskan.
Tumis udang kering kecil sebentar.
Haluskan cabe, bawang putih dan bawang merah campurkan semua bahan ke dalam telur kecuali kentang.
Aduk sampai rata, lalu oseng telur di atas wajan yg di beri sedikit minyak.
Oseng telur jangan sampai kering, setelah itu masukkan kentang dan udang aduk sampai rata semua.
Langkah 3
Kuah Cuko :
Tumis bawang sebentar, masukkan semua bahan aduk sampai rata. Setelah mendidih matikan kompor","Rp10,000","Telur,Kedelai,udang,Gandum"
Steak Tempe Ala Anak Kos,https://github.com/KostKater/ML/blob/main/Gambar/steak-tempe-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Potongan tempe yang dimasak seperti steak, hidangan yang praktis dan lezat.","Bahan Adonan Steak Tempe
1 batang Tempe
2 sdm Tepung Terigu
1/2 sdt Garam
1 buah Telur
Bawang putih 1 siung halus
Bahan Saus
2 sdm Saus tiram
2 sdm Saus tomat
Butter 2 sdm (bisa pakai merk blue band yg harga 1.500)
Sambal pedas sachet 1 bungkus (untuk yg suka pedas)
Bawang Bombay cincang
sdt Lada bubuk ujung
1 bks Kaldu jamur
1/2 sdt Tepung maizena
200 ml Air
1 sdt Kecap manis","Tempe,Tepung Terigu,Garam, Telur,Bawang putih,saus tiram, mentega,Bawang bombay,Lada bubuk,Kaldu jamur,Tepung maizena,Kecap",200,10,5,20,1,"Langkah 1
Bersihkan kentang, wortel dan buncis
Langkah 2
Potong buncis menjadi 3 bagian, wortel potong 2 lalu di potong kecil, kentang potong menjadi 6 potong
Langkah 3
Kukus tempe, kentang, wortel, buncis (bisa pakai rice cooker anak kos)
Langkah 4
Tempe yg sudah di kukus di haluskan, tambahkan tepung terigu, garam, dan bawang putih halus
Langkah 5
Bentuk seperti steak pada umumnya
Langkah 6
Goreng dan tiriskan
Langkah 7
Untuk saus nya, tumis bawang Bombay dengan butter/mentega/margarin
Langkah 8
Tambahkan saus tiram, kaldu jamur, saus tomat, sambal sachet, kecap
Langkah 9
Aduk sampai rata, tambahkan air
Langkah 10
Setelah mendidih tambahkan tepung maizena yg sudah di encerkan","Rp15,000","Telur,Kedelai,Gandum"
Telur Balado Simpel Anak Kosan,https://github.com/KostKater/ML/blob/main/Gambar/telur-balado-simpel-anak-kosan-foto-resep-utama.jpg?raw=true,idangan telur yang dimasak dengan bumbu balado ala anak kos yang disantap sebagai lauk pendamping nasi atau bisa juga dijadikan sebagai camilan yang menggugah selera,"2 telur ayam
2 siung bawang putih
6 siung bawang merah
1 buah tomat ukuran sedang
2 cabe merah besar
6 cabe rawit (jumlah bisa disesuaikan)
1 sdt garam
1 sdm gula pasir
1 bungkus penyedap rasa
4 sdm minyak goreng
1/3 gelas air","telur,bawang putih, bawang merah, tomat, cabai merah,cabai rawit,garam,gula",150,8,10,8,1,"Langkah 1
Cuci dan rebus telur ayam sampai sampai matang sempurna (20-30 menit). Tiriskan dan kupas kulitnya. Tips: Pastikan telur matang sempurna agar kulit telur tidak lengket.
Langkah 2
Sambil menunggu telur matang, siapkan bumbu untuk dihaluskan. Jika pakai blender cukup kupas dan potong dadu, tambahkan air sedikit bila perlu. Tips: Bila menggunakan ulekan awali dari yang paling mudah halus dulu agar tidak licin (garam >> cabe >> bawang putih >> bawang merah >> tomat).
Langkah 3
Goreng telur sebentar dengan minyak sedikit agar tidak mudah hancur. Bolak-balik agar sebagian besar permukaan telur tergoreng. (Tips: Gunakan penggorengan anti lengket, jika penggorengan lengket bisa skip saja step ini, tapi lebih hati-hati saat mengaduk telur nanti)
Langkah 4
Panaskan minyak goreng, tumis bumbu halus sampai wangi, masukan penyedap rasa, gula dan garam. (Tips: menambahkan sepotong kecil gula aren membuat lebih sedap). Tambahkan air sedikit agar tidak gosong. Koreksi rasa. Lalu masukan telur, aduk dengan bumbu, tunggu sebentar sampai bumbu asat (boleh juga langsung diangkat karena telur pada dasarnya sudah matang). Matikan kompor. Makan dengan nasi hangat biar maknyuss :)","Rp10,000","Telur,Seafood"
GOGUMA BREAD (ala anak kost),https://github.com/KostKater/ML/blob/main/Gambar/goguma-bread-ala-anak-kost-foto-resep-utama.jpg?raw=true,roti dengan isian ubi manis yang diolah ala anak kos. Roti ini memiliki rasa manis dan tekstur lembut yang dipadukan dengan ubi manis yang lembut dan kaya akan cita rasa.,"6 sisir Roti tawar
4 buah Ubi ungu
1 sdm Gula pasir
2 sdm Susu kental manis
2 Telur (bisa diganti air + terigu)","Roti,Ubi ungu,Gula,Susu,Telur,terigu",150,5,7,25,1,"Langkah 1
Pertama,kupas ubi lalu rebus atau bisa juga di kukus sampai empuk. Lalu dihaluskan. Bisa langsung masukan gula pasir + susu kental manis
Langkah 2
Kedua, Siapkan roti tawar dan ubi tadi lalu oleskan pada roti. Bisa dioles di kedua sisinya ya atau 1 sisi aja juga boleh,suka-suka dehh eheheheh
Langkah 3
Ketiga, kita celupin ke telur lalu tepung roti.
Langkah 4
Keempat,kalo kelebihan buat nya bisa di wrab dimasukan kulkas dehh
Langkah 5
Kelima, langsung goreng di minyak goreng yang panas. Sampai warnanya kecoklatan gitu,terus potong jadi 4 bagian.
Langkah 6
Jadi dehhh, selamat mencoba.","Rp5,000","Telur,Gandum"
Bubur telur dadar ala anak kos simple dan maknyus,https://github.com/KostKater/ML/blob/main/Gambar/bubur-telur-dadar-ala-anak-kos-simple-dan-maknyus-foto-resep-utama.jpg?raw=true,"Perkedel tahu yang praktis dan lezat, cocok sebagai lauk atau camilan.","1 kaleng beras
1 botol Aqua besar
1/4 lada bubuk
1/4 garam
1/4 Royco
1 butir Telur
Kecap
Minyak","beras,lada,garam,Telur,Kecap,Minyak",200,10,8,30,1,"Langkah 1
Cuci beras hingga bersih.
Langkah 2
Lalu rendam beras semaleman.
Langkah 3
Besoknya,buang air rendaman beras lalu ganti dengan air baru, aku disini pake air 1 botol Aqua yang besar
Langkah 4
Masak menggunakan api besar sambil di aduk aduk hingga air menyurut dan beras menjadi bubur.kira kira sampai ±30 menit
Langkah 5
Masukkan lada bubuk,garam,dan Royco. Lalu aduk aduk kembali
Langkah 6
Setelah matang diemin dulu. Kita lanjut masak telur dadar nya
Langkah 7
1 telur pakai Royco lalu di kocok. Panaskan wajan dengan api sedang sambil memasukkan minyak secukupnya setelah panas masukkan telur nya. Bulak balik telur agar tidak gosong
Langkah 8
Masukkan bubur kedalam mangkuk dan telur kedalam piring. Bubur telur dadar dah jadi waktu nya di santap.oiya jangan lupa masukkin kecap biar makin maknyusss. Selamat makan dan mencoba. Jangan lupa bissmillah","Rp10,000","Telur,Kedelai"
Perkedel tahu anak kos,https://github.com/KostKater/ML/blob/main/Gambar/perkedel-tahu-anak-kos-foto-resep-utama.jpg?raw=true," Perkedel tahu anak kos merupakan pilihan yang ekonomis dan mengenyangkan, menjadi favorit bagi mahasiswa kos-kosan yang ingin menikmati hidangan lezat dengan bahan yang mudah didapatkan dan mudah diolah.","10 buah tahu
1-2 siung bawang merah (tergantung besarnya
2 siung bawang putih
1 buah telur
4 sdm tepung serbaguna bakwan
minyak goreng","tahu,bawang merah,bawang putih,telur,tepung",100,8,8,10,1,"Langkah 1
Cincang bawang merah, bawang putih, dan cabai, hancurkan tahu dan masukkan semua bahan dan aduk rata
Langkah 2
Panaskan minyak dan goreng tahu dibentuk dengan sendok makan","Rp5,000","Telur,Kedelai"
Sambal Kacang Panjang Teri Telur Puyuh (ala anak kos),https://github.com/KostKater/ML/blob/main/Gambar/sambal-kacang-panjang-teri-telur-puyuh-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Kacang panjang, teri, dan telur puyuh yang dimasak dengan bumbu sambal kacang, menciptakan hidangan yang pedas dan lezat.","Teri
6 butir telur puyuh
Kacang panjang
1 buah tomat
6 buat cabai rawit
2 siung bawang putih
3 siung bawang merah
Secukupnya daun bawang
Secukupnya terasi
Secukupnya minyak goreng
Secukupnya penyedap rasa
Secukupnya garam","Teri, telur puyuh, Kacang panjang,tomat,cabai rawit,bawang putih,bawang merah, daun bawang,terasi,garam",150,8,10,10,1,"Langkah 1
Ulek sambal yaitu cabai rawit, bawang putih, bawang merah, tomat, dan terasi.
Langkah 2
Potong-potong kacang panjang sesuai selera.
Langkah 3
Goreng teri.
Langkah 4
Masukkan kacang panjang kemudian aduk.
Langkah 5
Masukkan sambal yang sudah di ulek dan daun bawang, kemudian aduk hingga merata.
Langkah 6
Tambahkan telur puyuh, penyedap rasa dan garam secukupnya. Aduk hingga merata. Bila sudah matang siap di santap dengan nasi hangat","Rp10,000","Telur,Kacang"
Salad Saus Kuning Telur (Ala Anak Kos),https://github.com/KostKater/ML/blob/main/Gambar/143-salad-saus-kuning-telur-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Salad dengan saus kuning yang menggunakan telur sebagai bahan utama, cocok sebagai hidangan sehat dan segar.","Bahan salad:🥬
1 ikat selada
1 bh tomat
Bahan saus:😎
2 bh kuning telur (lumatkan)
1 bh bawang merah iris
4 kali taburan garam
Bahan lauk:🥚
2 bh putih telur iris","selada, tomat,bawang merah,garam,telur",100,5,7,10,1,"Langkah 1
Rebus telurnya kak😊
Langkah 2
Tumis irisan bawang merah. Bisa juga diulek halus. Bebas tergantung selera😁
Langkah 3
Sudah direbus.. Masukkan ke air dingin.. Tunggu untuk dikupas, 😍
Langkah 4
Tumis kuning telur bersama bawang merah iris😊
Langkah 5
Taburkan ke selada..😄
Langkah 6
Diaduk-aduk😗
Langkah 7
Dan masukkan putih telur yang direbus tadi dan tomat. Bisa juga ditaburi bawang merah goreng😇
Langkah 8
Nah, ini dia. Bisa untuk bekal kak. Bisa buat sarapan atau makan malam yang ga berat kalau males pake nasi. Perbaikannya: porsi selada dan saus nya disesuaikan. Kalau yang ini kebanyakan selada nya dibanding sausnya ","Rp10,000",Telur
Sayur bayam with ayam dan telur sederhana anak kos,https://github.com/KostKater/ML/blob/main/Gambar/sayur-bayam-with-ayam-dan-telur-sederhana-anak-kos-bekal-suami-foto-resep-utama.jpg?raw=true,"Sayur bayam dengan tambahan ayam dan telur, menciptakan hidangan yang bergizi dan lezat.","1 ikat bayam
3 siung bawang putih
1/2 bawang bombai
Cabe (secukupnya)
Daging ayam
1 butir telur
1/2 sdt garam
1 sdt totole
1 sdm saos tiram
1 sdm margarin
1 sdm minyak wijen
Air 150ml(secukupnya)
Lada bubuk","bayam, bawang putih, bawang bombai,cabai,ayam,telur,garam,saos tiram,margarin, minyak,wijen,Air,Lada bubuk",150,10,8,15,1,"Langkah 1
Cincang bawang putih, iris cabe, dan ayam
Sayur bayam with ayam dan telur sederhana anak kos bekal suami langkah memasak 1 foto
Langkah 2
Panaskan margarin dan minyak wijen, lalu masukkan bawang putih
Langkah 3
Setelah setengah matang masukkan bawang bombai, cabe, ayam sampai matang lalu masukkan telur
Langkah 4
Masukkan saos tiram, garam, totole, lada, bayam, air aduk hingga matang lalu diicip yak guys
Langkah 5
Jika semua sudah pas dan matang matikan kompor lalu sajikan jan lupa di taburi bawang merah goreng yakkk","Rp10,000",Telur
